event_id,store_id,campaign_id,product_code,Category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
52d20e,STHYD-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,134,156,"? 8,710","? 5,070","-? 3,640",-42%,22,16%
785811,STCHE-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,25,20,"? 1,250",? 750,-? 500,-40%,-5,-20%
3952a0,STHYD-2,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,114,441,"? 39,900","? 1,54,350","? 1,14,450",287%,768,674%
ed2257,STBLR-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,358,529,"? 61,576","? 60,962",-? 614,-1%,171,48%
02c389,STBLR-8,CAMP_DIW_01,P12,Personal Care,62,50% OFF,120,159,"? 7,440","? 4,929","-? 2,511",-34%,39,33%
a937e8,STMDU-3,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,87,347,"? 88,740","? 3,53,940","? 2,65,200",299%,607,698%
aabcfb,STVSK-3,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,345,438,"? 2,96,700","? 2,52,376","-? 44,324",-15%,93,27%
5f8870,STMYS-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,70,270,"? 24,500","? 94,500","? 70,000",286%,470,671%
e207f7,STCHE-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,77,83,"? 14,630","? 7,885","-? 6,745",-46%,6,8%
9154f0,STCHE-4,CAMP_DIW_01,P11,Personal Care,190,50% OFF,91,123,"? 17,290","? 11,685","-? 5,605",-32%,32,35%
e24a3a,STVSK-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,49,170,"? 14,700","? 51,000","? 36,300",247%,291,594%
8c62ba,STVSK-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,161,265,"? 27,692","? 30,539","? 2,847",10%,104,65%
835bbe,STHYD-4,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,49,"? 4,860","? 3,308","-? 1,553",-32%,-5,-9%
4fe9ba,STVSK-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,45,150,"? 13,500","? 45,000","? 31,500",233%,255,567%
e2c5f7,STTRV-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,31,102,"? 36,890","? 1,21,380","? 84,490",229%,173,558%
8f66c3,STMLR-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,126,175,"? 21,672","? 20,167","-? 1,505",-7%,49,39%
9871ea,STVSK-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,25,18,"? 1,250",? 675,-? 575,-46%,-7,-28%
b27f2a,STBLR-6,CAMP_SAN_01,P10,Personal Care,50,25% OFF,37,30,"? 1,850","? 1,125",-? 725,-39%,-7,-19%
e88818,STCHE-7,CAMP_DIW_01,P06,Home Care,415,25% OFF,82,79,"? 34,030","? 24,589","-? 9,441",-28%,-3,-4%
eae379,STVJD-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,161,231,"? 27,692","? 26,620","-? 1,072",-4%,70,43%
8937eb,STCHE-1,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,357,317,"? 55,692","? 37,089","-? 18,603",-33%,-40,-11%
718bb4,STHYD-2,CAMP_DIW_01,P12,Personal Care,62,50% OFF,129,165,"? 7,998","? 5,115","-? 2,883",-36%,36,28%
6f3721,STMDU-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,118,464,"? 41,300","? 1,62,400","? 1,21,100",293%,810,686%
366c89,STMDU-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,25,20,"? 10,375","? 6,225","-? 4,150",-40%,-5,-20%
a304b6,STHYD-3,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,285,222,"? 44,460","? 25,974","-? 18,486",-42%,-63,-22%
32d8f2,STCHE-5,CAMP_SAN_01,P05,Home Care,55,25% OFF,31,26,"? 1,705","? 1,073",-? 633,-37%,-5,-16%
2f0b42,STVSK-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,213,302,"? 36,636","? 34,802","-? 1,834",-5%,89,42%
c0929c,STHYD-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,18,14,? 990,? 578,-? 413,-42%,-4,-22%
86196b,STTRV-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,13,11,"? 5,395","? 3,424","-? 1,971",-37%,-2,-15%
e621c9,STMLR-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,27,39,"? 5,130","? 3,705","-? 1,425",-28%,12,44%
bb77b1,STMYS-3,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,54,206,"? 55,080","? 2,10,120","? 1,55,040",281%,358,663%
811007,STBLR-9,CAMP_SAN_01,P05,Home Care,55,25% OFF,27,25,"? 1,485","? 1,031",-? 454,-31%,-2,-7%
c405b3,STCBE-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,252,221,"? 73,080","? 48,068","-? 25,013",-34%,-31,-12%
2.36E+34,STMDU-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,52,65,"? 9,880","? 6,175","-? 3,705",-38%,13,25%
1490b8,STMDU-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,361,1397,"? 1,33,570","? 5,16,890","? 3,83,320",287%,2433,674%
cc5ed4,STMYS-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,444,395,"? 69,264","? 46,215","-? 23,049",-33%,-49,-11%
583386,STBLR-9,CAMP_SAN_01,P08,Home Care,1190,BOGOF,63,254,"? 74,970","? 3,02,260","? 2,27,290",303%,445,706%
ebc2d2,STVSK-4,CAMP_DIW_01,P06,Home Care,415,25% OFF,70,53,"? 29,050","? 16,496","-? 12,554",-43%,-17,-24%
7d3d63,STCHE-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,68,205,"? 23,800","? 71,750","? 47,950",201%,342,503%
6ebca9,STTRV-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,60,240,"? 21,000","? 84,000","? 63,000",300%,420,700%
48d526,STCHE-7,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,115,332,"? 3,45,000","? 8,30,000","? 4,85,000",141%,217,189%
716abd,STMYS-1,CAMP_SAN_01,P08,Home Care,1190,BOGOF,54,238,"? 64,260","? 2,83,220","? 2,18,960",341%,422,781%
fa0c0c,STCBE-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,40,132,"? 14,000","? 46,200","? 32,200",230%,224,560%
c15780,STVJD-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,183,708,"? 67,710","? 2,61,960","? 1,94,250",287%,1233,674%
e17280,STVSK-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,38,129,"? 45,220","? 1,53,510","? 1,08,290",239%,220,579%
388a78,STMDU-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,307,1277,"? 61,400","? 2,55,400","? 1,94,000",316%,2247,732%
e116d8,STVSK-4,CAMP_DIW_01,P12,Personal Care,62,50% OFF,98,133,"? 6,076","? 4,123","-? 1,953",-32%,35,36%
9cf38e,STCBE-3,CAMP_SAN_01,P09,Personal Care,90,25% OFF,40,32,"? 3,600","? 2,160","-? 1,440",-40%,-8,-20%
e97ac0,STTRV-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,22,30,"? 1,364",? 930,-? 434,-32%,8,36%
02fe6a,STMLR-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,152,133,"? 44,080","? 28,928","-? 15,153",-34%,-19,-13%
a34aa4,STBLR-5,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,369,332,"? 57,564","? 38,844","-? 18,720",-33%,-37,-10%
7f1521,STMYS-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,19,14,"? 1,045",? 578,-? 468,-45%,-5,-26%
8d14e2,STBLR-8,CAMP_DIW_01,P05,Home Care,55,25% OFF,105,82,"? 5,775","? 3,383","-? 2,393",-41%,-23,-22%
7a22bc,STBLR-6,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,283,492,"? 48,676","? 56,698","? 8,022",16%,209,74%
32c24e,STBLR-8,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,392,568,"? 3,37,120","? 3,27,282","-? 9,838",-3%,176,45%
966652,STCBE-3,CAMP_DIW_01,P05,Home Care,55,25% OFF,64,55,"? 3,520","? 2,269","-? 1,251",-36%,-9,-14%
acaff0,STHYD-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,133,195,"? 8,246","? 6,045","-? 2,201",-27%,62,47%
b91c31,STMYS-1,CAMP_DIW_01,P05,Home Care,55,25% OFF,89,71,"? 4,895","? 2,929","-? 1,966",-40%,-18,-20%
05e55f,STBLR-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,415,1759,"? 83,000","? 3,51,800","? 2,68,800",324%,3103,748%
108d5a,STCBE-0,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,29,101,"? 29,580","? 1,03,020","? 73,440",248%,173,597%
160abb,STCBE-3,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,336,534,"? 2,88,960","? 3,07,691","? 18,731",6%,198,59%
613571,STTRV-1,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,168,514,"? 5,04,000","? 12,85,000","? 7,81,000",155%,346,206%
fea4be,STMYS-3,CAMP_SAN_01,P07,Home Care,300,BOGOF,30,129,"? 9,000","? 38,700","? 29,700",330%,228,760%
d33301,STHYD-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,98,88,"? 5,390","? 3,630","-? 1,760",-33%,-10,-10%
675714,STCBE-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,61,201,"? 21,350","? 70,350","? 49,000",230%,341,559%
4cefe1,STMYS-1,CAMP_DIW_01,P12,Personal Care,62,50% OFF,127,185,"? 7,874","? 5,735","-? 2,139",-27%,58,46%
34395c,STBLR-0,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,434,1514,"? 13,02,000","? 37,85,000","? 24,83,000",191%,1080,249%
90b5b0,STBLR-3,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,18,"? 1,375",? 743,-? 633,-46%,-7,-28%
6e79d3,STBLR-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,373,1439,"? 1,38,010","? 5,32,430","? 3,94,420",286%,2505,672%
79bfae,STMYS-2,CAMP_DIW_01,P10,Personal Care,65,50% OFF,134,182,"? 8,710","? 5,915","-? 2,795",-32%,48,36%
5202ed,STBLR-4,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,306,275,"? 47,736","? 32,175","-? 15,561",-33%,-31,-10%
e31e72,STHYD-4,CAMP_SAN_01,P10,Personal Care,50,25% OFF,33,31,"? 1,650","? 1,163",-? 488,-30%,-2,-6%
3131b7,STMYS-3,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,45,"? 4,860","? 3,038","-? 1,823",-38%,-9,-17%
d134e0,STBLR-3,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,442,1365,"? 13,26,000","? 34,12,500","? 20,86,500",157%,923,209%
605f5e,STVJD-0,CAMP_DIW_01,P06,Home Care,415,25% OFF,52,50,"? 21,580","? 15,563","-? 6,018",-28%,-2,-4%
d622c3,STHYD-0,CAMP_SAN_01,P10,Personal Care,50,25% OFF,25,20,"? 1,250",? 750,-? 500,-40%,-5,-20%
fc3573,STMYS-2,CAMP_SAN_01,P08,Home Care,1190,BOGOF,61,163,"? 72,590","? 1,93,970","? 1,21,380",167%,265,434%
d4b484,STHYD-2,CAMP_DIW_01,P10,Personal Care,65,50% OFF,140,186,"? 9,100","? 6,045","-? 3,055",-34%,46,33%
9c5d5a,STMDU-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,308,455,"? 2,64,880","? 2,62,171","-? 2,709",-1%,147,48%
1507,STMDU-3,CAMP_DIW_01,P09,Personal Care,110,50% OFF,57,61,"? 6,270","? 3,355","-? 2,915",-46%,4,7%
91fec3,STMYS-1,CAMP_DIW_01,P06,Home Care,415,25% OFF,101,79,"? 41,915","? 24,589","-? 17,326",-41%,-22,-22%
66c422,STBLR-5,CAMP_DIW_01,P07,Home Care,300,BOGOF,66,227,"? 19,800","? 68,100","? 48,300",244%,388,588%
0e888c,STVSK-3,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,274,334,"? 2,35,640","? 1,92,451","-? 43,189",-18%,60,22%
fe72b2,STHYD-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,133,337,"? 46,550","? 1,17,950","? 71,400",153%,541,407%
baecfe,STVJD-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,31,43,"? 1,922","? 1,333",-? 589,-31%,12,39%
261bd6,STCHE-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,308,452,"? 2,64,880","? 2,60,442","-? 4,438",-2%,144,47%
85e08f,STVSK-4,CAMP_DIW_01,P08,Home Care,1190,BOGOF,50,152,"? 59,500","? 1,80,880","? 1,21,380",204%,254,508%
73564c,STBLR-5,CAMP_SAN_01,P11,Personal Care,190,50% OFF,43,63,"? 8,170","? 5,985","-? 2,185",-27%,20,47%
316f12,STHYD-6,CAMP_SAN_01,P05,Home Care,55,25% OFF,33,27,"? 1,815","? 1,114",-? 701,-39%,-6,-18%
eb3ac8,STHYD-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,42,34,"? 17,430","? 10,583","-? 6,848",-39%,-8,-19%
930325,STTRV-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,31,28,"? 2,790","? 1,890",-? 900,-32%,-3,-10%
292d0a,STMDU-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,219,304,"? 37,668","? 35,033","-? 2,635",-7%,85,39%
d4fced,STHYD-0,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,132,520,"? 46,200","? 1,82,000","? 1,35,800",294%,908,688%
da3d1d,STVSK-2,CAMP_DIW_01,P06,Home Care,415,25% OFF,78,69,"? 32,370","? 21,476","-? 10,894",-34%,-9,-12%
73f158,STHYD-2,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,118,459,"? 1,20,360","? 4,68,180","? 3,47,820",289%,800,678%
b8c7c8,STHYD-6,CAMP_SAN_01,P10,Personal Care,50,25% OFF,31,26,"? 1,550",? 975,-? 575,-37%,-5,-16%
141aea,STCHE-7,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,111,493,"? 1,13,220","? 5,02,860","? 3,89,640",344%,875,788%
42ba27,STBLR-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,115,101,"? 6,325","? 4,166","-? 2,159",-34%,-14,-12%
870b25,STMYS-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,418,1116,"? 1,54,660","? 4,12,920","? 2,58,260",167%,1814,434%
e3929b,STMYS-0,CAMP_DIW_01,P12,Personal Care,62,50% OFF,98,128,"? 6,076","? 3,968","-? 2,108",-35%,30,31%
6562df,STCBE-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,78,310,"? 79,560","? 3,16,200","? 2,36,640",297%,542,695%
fe94ae,STMYS-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,450,1984,"? 1,66,500","? 7,34,080","? 5,67,580",341%,3518,782%
66b7cc,STCHE-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,82,328,"? 28,700","? 1,14,800","? 86,100",300%,574,700%
3d7dc9,STCHE-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,127,133,"? 8,255","? 4,323","-? 3,933",-48%,6,5%
5.40E+190,STBLR-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,362,535,"? 3,11,320","? 3,08,267","-? 3,053",-1%,173,48%
1d8f76,STMYS-0,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,301,433,"? 51,772","? 49,899","-? 1,873",-4%,132,44%
4e7ca5,STMYS-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,54,219,"? 16,200","? 65,700","? 49,500",306%,384,711%
1bb04d,STCBE-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,240,355,"? 41,280","? 40,910",-? 370,-1%,115,48%
793873,STVSK-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,248,225,"? 38,688","? 26,325","-? 12,363",-32%,-23,-9%
536fbf,STMLR-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,217,659,"? 6,51,000","? 16,47,500","? 9,96,500",153%,442,204%
b68b77,STCBE-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,244,368,"? 41,968","? 42,408",? 440,1%,124,51%
434698,STVSK-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,39,63,"? 2,418","? 1,953",-? 465,-19%,24,62%
021d48,STMLR-2,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,61,243,"? 62,220","? 2,47,860","? 1,85,640",298%,425,697%
a386d9,STCHE-2,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,50,"? 4,860","? 3,375","-? 1,485",-31%,-4,-7%
b46d32,STMDU-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,337,1337,"? 1,24,690","? 4,94,690","? 3,70,000",297%,2337,693%
3af058,STVSK-3,CAMP_DIW_01,P07,Home Care,300,BOGOF,36,108,"? 10,800","? 32,400","? 21,600",200%,180,500%
0efde2,STCHE-7,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,448,1895,"? 89,600","? 3,79,000","? 2,89,400",323%,3342,746%
80be79,STBLR-4,CAMP_SAN_01,P08,Home Care,1190,BOGOF,39,156,"? 46,410","? 1,85,640","? 1,39,230",300%,273,700%
879d9a,STBLR-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,318,915,"? 9,54,000","? 22,87,500","? 13,33,500",140%,597,188%
742ad5,STBLR-4,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,357,549,"? 3,07,020","? 3,16,334","? 9,314",3%,192,54%
b2270b,STHYD-0,CAMP_DIW_01,P07,Home Care,300,BOGOF,52,173,"? 15,600","? 51,900","? 36,300",233%,294,565%
2e0f86,STMDU-2,CAMP_DIW_01,P12,Personal Care,62,50% OFF,71,80,"? 4,402","? 2,480","-? 1,922",-44%,9,13%
d85264,STMLR-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,30,120,"? 9,000","? 36,000","? 27,000",300%,210,700%
34e00a,STCBE-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,61,65,"? 11,590","? 6,175","-? 5,415",-47%,4,7%
e918c8,STBLR-4,CAMP_SAN_01,P09,Personal Care,90,25% OFF,66,56,"? 5,940","? 3,780","-? 2,160",-36%,-10,-15%
05d8e7,STMYS-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,45,71,"? 2,790","? 2,201",-? 589,-21%,26,58%
a0da88,STMLR-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,204,175,"? 31,824","? 20,475","-? 11,349",-36%,-29,-14%
4c7359,STVSK-2,CAMP_SAN_01,P09,Personal Care,90,25% OFF,43,35,"? 3,870","? 2,363","-? 1,508",-39%,-8,-19%
f30579,STBLR-9,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,337,488,"? 2,89,820","? 2,81,186","-? 8,634",-3%,151,45%
bed4b4,STMLR-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,13,10,? 650,? 375,-? 275,-42%,-3,-23%
c8035e,STCHE-3,CAMP_SAN_01,P13,Home Appliances,350,BOGOF,122,529,"? 42,700","? 1,85,150","? 1,42,450",334%,936,767%
8819fd,STBLR-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,350,304,"? 1,01,500","? 66,120","-? 35,380",-35%,-46,-13%
6639a5,STMDU-0,CAMP_SAN_01,P07,Home Care,300,BOGOF,31,130,"? 9,300","? 39,000","? 29,700",319%,229,739%
dc23bb,STVSK-0,CAMP_DIW_01,P08,Home Care,1190,BOGOF,42,145,"? 49,980","? 1,72,550","? 1,22,570",245%,248,590%
df4373,STMDU-2,CAMP_SAN_01,P07,Home Care,300,BOGOF,33,128,"? 9,900","? 38,400","? 28,500",288%,223,676%
7c09bf,STVSK-4,CAMP_SAN_01,P10,Personal Care,50,25% OFF,21,15,"? 1,050",? 563,-? 488,-46%,-6,-29%
8f512d,STCBE-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,364,1434,"? 1,34,680","? 5,30,580","? 3,95,900",294%,2504,688%
eb5927,STMDU-1,CAMP_SAN_01,P06,Home Care,415,25% OFF,21,17,"? 8,715","? 5,291","-? 3,424",-39%,-4,-19%
87bb82,STCBE-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,126,275,"? 3,78,000","? 6,87,500","? 3,09,500",82%,149,118%
26e506,STCHE-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,72,59,"? 6,480","? 3,983","-? 2,498",-39%,-13,-18%
fe4a15,STCBE-4,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,205,284,"? 35,260","? 32,728","-? 2,532",-7%,79,39%
30c488,STTRV-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,132,187,"? 22,704","? 21,550","-? 1,154",-5%,55,42%
7641,STBLR-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,97,257,"? 98,940","? 2,62,140","? 1,63,200",165%,417,430%
dabee8,STBLR-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,19,17,"? 1,045",? 701,-? 344,-33%,-2,-11%
ba86f4,STVSK-1,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,61,204,"? 21,350","? 71,400","? 50,050",234%,347,569%
4236be,STTRV-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,70,280,"? 71,400","? 2,85,600","? 2,14,200",300%,490,700%
c43947,STHYD-5,CAMP_SAN_01,P06,Home Care,415,25% OFF,39,35,"? 16,185","? 10,894","-? 5,291",-33%,-4,-10%
a617b5,STHYD-4,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,102,410,"? 1,04,040","? 4,18,200","? 3,14,160",302%,718,704%
d04921,STMLR-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,50,68,"? 3,250","? 2,210","-? 1,040",-32%,18,36%
e60b61,STMLR-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,15,12,"? 6,225","? 3,735","-? 2,490",-40%,-3,-20%
c9fa13,STHYD-4,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,403,1567,"? 1,49,110","? 5,79,790","? 4,30,680",289%,2731,678%
7bb8ed,STCHE-2,CAMP_SAN_01,P08,Home Care,1190,BOGOF,45,175,"? 53,550","? 2,08,250","? 1,54,700",289%,305,678%
20eb36,STCBE-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,80,92,"? 5,200","? 2,990","-? 2,210",-43%,12,15%
166ffe,STMYS-1,CAMP_SAN_01,P10,Personal Care,50,25% OFF,28,20,"? 1,400",? 750,-? 650,-46%,-8,-29%
985960,STCBE-4,CAMP_SAN_01,P06,Home Care,415,25% OFF,21,17,"? 8,715","? 5,291","-? 3,424",-39%,-4,-19%
4dcb0e,STBLR-8,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,360,1414,"? 72,000","? 2,82,800","? 2,10,800",293%,2468,686%
f304a8,STMYS-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,204,157,"? 59,160","? 34,148","-? 25,013",-42%,-47,-23%
9b5299,STBLR-6,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,360,320,"? 1,04,400","? 69,600","-? 34,800",-33%,-40,-11%
1130ea,STHYD-6,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,45,155,"? 45,900","? 1,58,100","? 1,12,200",244%,265,589%
0a2689,STBLR-8,CAMP_SAN_01,P12,Personal Care,62,50% OFF,55,77,"? 3,410","? 2,387","-? 1,023",-30%,22,40%
03b653,STCBE-3,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,266,446,"? 2,28,760","? 2,56,985","? 28,225",12%,180,68%
46d796,STHYD-6,CAMP_SAN_01,P07,Home Care,300,BOGOF,51,205,"? 15,300","? 61,500","? 46,200",302%,359,704%
d62a10,STCHE-7,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,63,242,"? 22,050","? 84,700","? 62,650",284%,421,668%
380c68,STTRV-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,29,96,"? 8,700","? 28,800","? 20,100",231%,163,562%
35418e,STTRV-0,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,21,70,"? 21,420","? 71,400","? 49,980",233%,119,567%
5f2bb8,STBLR-8,CAMP_SAN_01,P11,Personal Care,190,50% OFF,45,62,"? 8,550","? 5,890","-? 2,660",-31%,17,38%
9.90E+87,STHYD-6,CAMP_DIW_01,P05,Home Care,55,25% OFF,117,104,"? 6,435","? 4,290","-? 2,145",-33%,-13,-11%
c25b15,STHYD-6,CAMP_DIW_01,P07,Home Care,300,BOGOF,63,218,"? 18,900","? 65,400","? 46,500",246%,373,592%
4f560f,STHYD-0,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,514,791,"? 4,42,040","? 4,55,774","? 13,734",3%,277,54%
0a8543,STHYD-4,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,304,465,"? 52,288","? 53,587","? 1,299",2%,161,53%
3edc10,STVSK-1,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,246,194,"? 38,376","? 22,698","-? 15,678",-41%,-52,-21%
59effd,STBLR-5,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,97,380,"? 98,940","? 3,87,600","? 2,88,660",292%,663,684%
3b4a4f,STBLR-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,337,296,"? 97,730","? 64,380","-? 33,350",-34%,-41,-12%
0ffbbc,STTRV-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,30,28,"? 2,700","? 1,890",-? 810,-30%,-2,-7%
08086d,STBLR-7,CAMP_DIW_01,P10,Personal Care,65,50% OFF,120,188,"? 7,800","? 6,110","-? 1,690",-22%,68,57%
c5ba9b,STMYS-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,279,401,"? 47,988","? 46,211","-? 1,777",-4%,122,44%
d953a5,STBLR-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,297,418,"? 51,084","? 48,170","-? 2,914",-6%,121,41%
be603f,STHYD-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,87,92,"? 9,570","? 5,060","-? 4,510",-47%,5,6%
a02f06,STMLR-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,226,881,"? 83,620","? 3,25,970","? 2,42,350",290%,1536,680%
955fa6,STHYD-5,CAMP_DIW_01,P12,Personal Care,62,50% OFF,161,209,"? 9,982","? 6,479","-? 3,503",-35%,48,30%
a42141,STMDU-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,85,195,"? 2,55,000","? 4,87,500","? 2,32,500",91%,110,129%
e716e7,STBLR-7,CAMP_DIW_01,P09,Personal Care,110,50% OFF,78,117,"? 8,580","? 6,435","-? 2,145",-25%,39,50%
4b515c,STVJD-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,274,394,"? 2,35,640","? 2,27,023","-? 8,617",-4%,120,44%
9a1d69,STMDU-3,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,292,373,"? 50,224","? 42,985","-? 7,239",-14%,81,28%
79d01b,STHYD-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,61,72,"? 11,590","? 6,840","-? 4,750",-41%,11,18%
